% site name: QAAR
% Time      Up        err   East      err    North    err
% years     mm        mm    mm        mm     mm       mm
2008.5800   -27.4     3.4    55.9     1.9   -32.2     2.0
2008.5830   -23.3     3.3    55.9     1.9   -34.6     2.0
2008.5852   -22.8     3.4    55.4     1.9   -32.6     2.0
2008.5880   -16.0     3.3    55.0     1.9   -32.2     2.0
2008.5910   -29.2     3.4    54.0     1.9   -34.0     2.0
2008.5933   -30.4     3.4    54.2     1.9   -33.6     2.0
2008.5961   -26.3     3.3    54.9     1.8   -34.2     1.9
2008.5990   -34.3     3.4    54.9     1.9   -35.0     2.0
2008.6020   -24.5     3.6    55.3     2.0   -35.0     2.0
2008.6043   -20.1     3.5    53.8     2.0   -34.2     2.0
2008.6070   -24.1     3.6    55.0     2.0   -34.3     2.0
2008.6100   -26.4     3.5    54.2     2.0   -33.5     2.0
2008.6130   -23.0     3.5    54.8     2.0   -36.2     2.0
2008.6153   -29.4     3.5    54.1     2.0   -35.4     2.0
2008.6180   -16.3     3.5    56.9     1.9   -32.3     2.1
2008.6210   -16.8     3.4    54.0     1.9   -33.2     2.0
2008.6240   -26.1     3.4    54.4     1.9   -33.6     2.0
2008.6263   -21.3     3.4    54.4     1.9   -34.6     2.0
2008.6290   -25.2     3.5    52.3     1.9   -36.3     2.1
2008.6320   -23.9     3.6    55.6     2.0   -34.0     2.0
2008.6350   -26.7     3.6    54.4     1.9   -34.3     2.1
2008.6372   -25.0     3.4    54.6     1.9   -33.3     2.0
2008.6400   -40.6     3.4    54.9     1.9   -33.8     2.0
2008.6430   -17.0     3.4    53.0     1.9   -33.3     2.0
2008.6453   -21.1     3.4    54.2     1.9   -33.6     2.0
2008.6481   -21.4     3.4    54.3     1.9   -34.8     2.0
2008.6510   -21.8     3.4    54.6     1.9   -33.8     2.0
2008.6540   -21.4     3.4    54.0     1.9   -33.7     2.0
2008.6563   -25.0     3.3    53.5     1.9   -32.7     2.0
2008.6590   -27.5     3.5    54.7     1.9   -33.5     2.1
2008.6620   -23.8     3.3    54.4     1.9   -33.8     2.0
2008.6650   -25.8     3.4    54.0     1.9   -34.4     2.0
2008.6673   -18.9     3.3    54.3     1.9   -31.0     2.0
2008.6700   -25.3     3.4    54.0     1.9   -33.4     2.0
2008.6730   -29.5     3.3    53.3     1.9   -32.5     2.0
2008.6760   -24.2     3.4    53.0     1.9   -32.2     2.0
2008.6783   -20.5     3.7    51.3     2.0   -32.6     2.1
2008.6810   -24.9     3.4    50.9     1.9   -31.7     2.0
2008.6840   -21.4     3.3    51.7     1.9   -32.9     2.0
2008.6870   -21.2     3.4    52.2     1.9   -33.9     2.0
2008.6893   -21.5     3.6    51.1     1.9   -33.1     2.1
2008.6920   -18.6     3.4    52.7     1.9   -32.3     2.0
2008.6950   -32.1     3.3    51.5     1.9   -34.9     2.0
2008.6980   -23.1     4.2    52.3     2.2   -33.2     2.4
2008.7001   -30.9     4.6    53.5     2.4   -33.9     2.5
2008.7030   -18.5     3.4    51.3     1.9   -32.2     2.0
2008.7060   -32.9     3.4    51.9     2.0   -34.2     2.0
2008.7083   -25.7     3.6    52.4     2.0   -33.3     2.0
2008.7111   -21.3     3.7    52.4     2.0   -32.6     2.2
2008.7140   -16.6     3.7    51.2     2.0   -32.3     2.1
2008.7170   -22.1     3.6    51.7     2.0   -31.9     2.0
2008.7193   -21.3     3.5    51.3     2.0   -33.7     2.0
2008.7220   -22.6     3.4    51.0     2.0   -33.6     2.0
2008.7250   -19.2     3.4    51.0     2.0   -32.8     2.0
2008.7280   -18.7     3.4    51.6     2.0   -32.3     2.0
2008.7303   -24.3     3.4    52.1     2.0   -33.6     2.0
2008.7331   -22.3     3.4    52.4     2.0   -33.6     2.0
2008.7360   -22.8     3.4    52.4     2.0   -32.3     2.0
2008.7390   -20.1     3.4    52.5     2.0   -31.6     2.0
2008.7413   -30.3     3.5    52.2     2.0   -33.7     2.0
2008.7440   -19.3     3.4    50.9     2.0   -34.2     2.0
2008.7470   -25.2     3.4    50.9     2.0   -32.2     2.0
2008.7500   -19.5     3.5    51.6     2.0   -32.2     2.0
2008.7521   -24.8     3.6    51.2     2.0   -33.4     2.0
2008.7550   -19.9     4.0    52.6     2.1   -32.7     2.2
2008.7580   -21.1     3.7    51.7     2.0   -31.4     2.2
2008.7603   -19.0     3.6    52.1     2.0   -32.4     2.0
2008.7631   -15.4     3.5    51.3     2.0   -32.3     2.0
2008.7660   -16.5     3.5    52.4     2.0   -31.5     2.0
2008.7690   -19.0     3.4    52.8     1.9   -31.1     2.0
2008.7713   -23.1     3.5    52.4     2.0   -31.1     2.0
2008.7740   -16.7     3.4    50.6     1.9   -30.5     2.0
2008.7770   -20.9     3.4    50.0     1.9   -31.7     2.0
2008.7800   -19.1     3.5    49.5     2.0   -32.8     2.0
2008.7823   -16.7     3.6    52.8     2.0   -32.1     2.0
2008.7851   -15.6     3.3    51.3     1.9   -31.1     2.0
2008.7880   -16.7     3.5    51.4     2.0   -30.8     2.0
2008.7910   -17.0     3.6    51.4     2.0   -31.2     2.0
2008.7933   -28.2     3.6    49.7     2.0   -33.3     2.0
2008.7960   -17.9     3.4    50.6     2.0   -33.4     2.0
2008.7990   -18.0     3.4    50.9     1.9   -31.8     2.0
2008.8020   -23.8     3.5    50.5     2.0   -33.3     2.0
2008.8041   -25.0     3.4    51.1     1.9   -34.4     2.0
2008.8070   -23.4     3.4    50.9     1.9   -33.2     2.0
2008.8100   -19.1     3.4    52.0     2.0   -32.6     2.0
2008.8124   -21.1     3.4    51.2     1.9   -31.5     2.0
2008.8151   -13.6     3.9    50.6     2.2   -32.1     2.3
2008.8180   -18.2     3.4    51.4     1.9   -31.6     2.0
2008.8210   -19.4     3.4    50.7     1.9   -31.9     2.0
2008.8233   -29.9     3.4    51.7     1.9   -35.3     2.0
2008.8260   -22.9     3.6    52.8     2.0   -29.7     2.1
2008.8290   -34.3     3.6    51.7     2.0   -31.7     2.0
2008.8343   -21.7     3.7    51.7     2.0   -29.9     2.1
2008.8371   -20.0     3.7    49.4     2.0   -31.7     2.0
2008.8400   -22.6     3.5    49.7     2.0   -30.9     2.2
2008.8430   -24.6     3.7    49.1     2.0   -31.7     2.0
2008.8453   -24.2     3.5    48.7     1.9   -33.4     2.0
