% site name: DKSG
% Time      Up        err   East      err    North    err
% years     mm        mm    mm        mm     mm       mm
2008.3580   -53.8     3.5    59.0     1.7   -24.7     1.9
2008.3610   -56.6     3.5    58.8     1.7   -23.7     1.9
2008.3634   -48.8     3.6    59.3     1.7   -23.7     1.9
2008.3662   -52.0     3.6    58.1     1.7   -24.2     1.9
2008.3690   -52.7     3.5    58.9     1.7   -24.5     1.9
2008.3720   -50.9     3.6    57.9     1.7   -23.0     1.9
2008.3743   -51.7     3.6    58.0     1.7   -23.8     1.9
2008.3770   -58.9     3.5    57.8     1.7   -23.4     1.9
2008.3800   -56.6     3.6    58.2     1.7   -25.0     1.9
2008.3830   -44.7     3.5    58.4     1.7   -24.9     1.9
2008.3853   -38.1     3.5    55.1     1.7   -27.0     1.9
2008.3880   -51.6     3.6    58.0     1.7   -23.9     1.9
2008.3910   -52.4     3.6    58.9     1.7   -23.3     1.9
2008.3940   -51.7     3.6    56.9     1.7   -24.6     1.9
2008.3962   -55.1     3.6    57.6     1.7   -24.8     1.9
2008.3990   -50.2     3.5    58.1     1.7   -23.7     1.9
2008.4020   -47.9     3.5    57.8     1.7   -24.7     1.9
2008.4050   -50.1     3.5    57.6     1.7   -23.1     1.9
2008.4073   -55.9     3.6    57.9     1.7   -22.9     1.9
2008.4100   -49.3     3.6    57.0     1.7   -23.3     1.9
2008.4130   -46.5     3.6    56.8     1.7   -23.9     1.9
2008.4160   -48.7     3.6    58.0     1.7   -23.0     1.9
2008.4182   -47.6     3.6    56.9     1.7   -23.2     1.9
2008.4210   -48.4     3.6    57.6     1.7   -22.8     1.9
2008.4240   -48.4     3.6    58.0     1.7   -23.5     1.9
2008.4263   -50.7     3.5    58.0     1.7   -22.5     1.9
2008.4291   -53.6     3.5    58.3     1.7   -21.9     1.9
2008.4320   -50.4     3.6    58.7     1.7   -23.1     1.9
2008.4350   -52.2     3.7    56.8     1.7   -23.6     1.9
2008.4373   -54.6     3.6    56.9     1.7   -24.3     1.9
2008.4400   -53.3     3.6    58.1     1.7   -24.4     1.9
2008.4430   -50.0     3.6    58.0     1.7   -22.6     1.9
2008.4460   -49.1     3.6    57.9     1.7   -24.1     1.9
2008.4482   -49.4     3.6    56.5     1.7   -22.7     1.9
2008.4510   -46.0     3.6    55.6     1.7   -23.5     1.9
2008.4540   -50.0     3.6    55.9     1.7   -23.7     1.9
2008.4570   -51.6     3.7    57.2     1.7   -23.8     1.9
2008.4593   -46.6     3.6    57.5     1.7   -23.3     1.9
2008.4620   -51.5     3.6    56.8     1.7   -23.7     1.9
2008.4650   -46.6     3.6    56.4     1.7   -23.9     1.9
2008.4680   -52.3     3.5    57.9     1.7   -24.4     1.9
2008.4702   -52.8     3.6    57.9     1.7   -25.2     1.9
2008.4730   -48.7     3.6    56.6     1.7   -25.1     1.9
2008.4760   -50.0     3.6    55.8     1.7   -24.2     1.9
2008.4783   -50.2     3.6    56.8     1.7   -23.2     1.9
2008.4812   -53.4     3.6    55.9     1.7   -23.3     1.9
